"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"X43",0.0331010452961672,0.00609756097560976,0.395470383275261,0.0182926829268293,0.0104529616724739,0.0078397212543554,0.0200348432055749,0.0322299651567944,0.0156794425087108,0.00435540069686411,0.00522648083623693,0.063588850174216,0.0618466898954704,0.0121951219512195,0.014808362369338,0.00609756097560976,0.0104529616724739,0.118466898954704,0.0365853658536585,0.00871080139372822,0.0574912891986063,0.0235191637630662,0.014808362369338,0.0104529616724739,0.0121951219512195
"X44",0.00291272235514408,0.174659315510247,0.00280869655674607,0.0266306043898887,0.0037449287423281,0.039529803391241,0.0241339852283366,0.000520128991990013,0.00478518672630812,0.0538853635701654,0.244980755227296,0.0145636117757204,0.00551336731509414,0.00873816706543223,0.0677207947570998,0.0359929262457089,0.0527410797877874,0.0510766670134193,0.00686570269426818,0.00208051596796005,0.114428378237803,0.00686570269426818,0.00998647664620826,0.0209091854779985,0.0239259336315406
"X45",0.00637484062898428,0.00509987250318742,0.0182745431364216,0.00297492562685933,0.0161495962600935,0.0169995750106247,0.0633234169145771,0.0543986400339991,0.00382490437739057,0.014449638759031,0.00594985125371866,0.0535486612834679,0.0458988525286868,0.0046748831279218,0.00977475563110922,0.00382490437739057,0.0114747131321717,0.0327241818954526,0.0101997450063748,0.0305992350191245,0.26094347641309,0.00594985125371866,0.308542286442839,0.0127496812579686,0.00127496812579686
"X46",0.0161073825503356,0.00469798657718121,0.00134228187919463,0.0167785234899329,0.508724832214765,0.0932885906040268,0.0187919463087248,0.00604026845637584,0.010738255033557,0.0100671140939597,0.0214765100671141,0.0241610738255034,0.0228187919463087,0.0214765100671141,0.00268456375838926,0.0201342281879195,0.0120805369127517,0.0610738255033557,0.0114093959731544,0.0140939597315436,0.0630872483221477,0.00738255033557047,0.00469798657718121,0.0087248322147651,0.0181208053691275
"X47",0.00834724540901502,0.00667779632721202,0.015025041736227,0.013355592654424,0.011686143572621,0.0400667779632721,0.135225375626043,0.404006677796327,0.00834724540901502,0.0200333889816361,0.011686143572621,0.0767946577629382,0.0200333889816361,0.00500834724540901,0.0283806343906511,0.00834724540901502,0.01669449081803,0.0601001669449082,0.01669449081803,0.011686143572621,0.0267111853088481,0.013355592654424,0.0233722871452421,0.00500834724540901,0.013355592654424
"X48",0.0109616342800199,0.00124564025909317,0.00373692077727952,0.00124564025909317,0.00224215246636771,0.0386148480318884,0.0834578973592427,0.0109616342800199,0.00323866467364225,0.00448430493273543,0.00423517688091679,0.285999003487793,0.00597907324364723,0.000996512207274539,0.00199302441454908,0.00448430493273543,0.000747384155455904,0.00448430493273543,0.181863477827603,0.0064773293472845,0.146487294469357,0.00373692077727952,0.187344294967613,0.00149476831091181,0.00348779272546089
"X49",0.00114660114660115,0.285176085176085,0.00573300573300573,0.0348894348894349,0.00245700245700246,0.0956592956592957,0.00851760851760852,0.0040950040950041,0.0271908271908272,0.00884520884520885,0.229156429156429,0.00458640458640459,0.0101556101556102,0.00556920556920557,0.0134316134316134,0.0563472563472563,0.00229320229320229,0.0355446355446355,0.00262080262080262,0.0076986076986077,0.113677313677314,0.00196560196560197,0.00786240786240786,0.00933660933660934,0.026044226044226
"X50",0.00249573098647051,0.20596348351504,0.00394062787337449,0.0595034808879548,0.00446604492315776,0.0269276238013924,0.0115591750952318,0.00814396427164061,0.0748719295941153,0.0354656508603704,0.23735715223959,0.0151057401812689,0.00433469066071194,0.0015762511493498,0.0218048075660055,0.0236437672402469,0.0239064757651386,0.0416393011953238,0.00630500459739919,0.00183895967424143,0.150663339025351,0.0105083409956653,0.00380927361092867,0.0166819913306187,0.00748719295941153
"X51",0.0169628432956381,0.0177705977382876,0.00646203554119548,0.00525040387722132,0.421647819063005,0.127221324717286,0.0290791599353796,0.0121163166397415,0.00565428109854604,0.00848142164781906,0.0294830371567044,0.0916801292407108,0.0109046849757674,0.0205977382875606,0.02140549273021,0.00525040387722132,0.00686591276252019,0.112277867528271,0.0222132471728595,0.00282714054927302,0.0117124394184168,0.00282714054927302,0.00323101777059774,0.00363489499192246,0.00444264943457189
"X52",0.00373577857021566,0.104601799966038,0.00356597045338767,0.0599422652402785,0.0101884870096791,0.183902190524707,0.0161317710986585,0.00169808116827984,0.0579045678383427,0.0224146714212939,0.275089149261335,0.0200373577857022,0.0449991509594159,0.0402445236882323,0.00152827305145186,0.0460179996603838,0.00628290032263542,0.0188487009679063,0.00390558668704364,0.00186788928510783,0.0353200883002208,0.0256410256410256,0.0022075055187638,0.00628290032263542,0.0076413652572593
